state,year,month,cases,deaths,temperature_c,rainfall_mm,humidity_pct,population_millions,incidence_per_100k
Maharashtra,2015,4,155,0,31.0,10.6,20.0,123,126.01626016260164
Maharashtra,2015,5,159,0,34.2,7.1,40.7,123,129.26829268292684
Maharashtra,2015,6,659,1,30.2,0.5,20.0,123,535.7723577235772
Maharashtra,2015,7,636,0,25.9,163.0,54.3,123,517.0731707317074
Maharashtra,2015,8,1367,3,30.3,164.4,75.1,123,1111.382113821138
Maharashtra,2015,9,1429,1,25.7,233.3,100.0,123,1161.7886178861788
Maharashtra,2015,10,2071,4,30.0,110.9,77.7,123,1683.7398373983738
Maharashtra,2015,11,635,1,32.1,12.1,39.4,123,516.260162601626
Maharashtra,2015,12,466,1,35.3,12.5,47.3,123,378.8617886178862
Maharashtra,2016,1,164,0,35.6,31.0,42.8,123,133.33333333333331
Maharashtra,2016,2,145,0,32.6,11.6,40.8,123,117.88617886178862
Maharashtra,2016,3,117,0,28.4,4.6,46.8,123,95.1219512195122
Maharashtra,2016,4,113,0,34.0,11.0,47.5,123,91.869918699187
Maharashtra,2016,5,168,0,37.6,0.1,60.6,123,136.58536585365854
Maharashtra,2016,6,558,0,33.5,1.3,59.5,123,453.6585365853658
Maharashtra,2016,7,890,1,28.3,64.1,68.5,123,723.5772357723577
Maharashtra,2016,8,2106,5,28.3,52.4,82.3,123,1712.1951219512193
Maharashtra,2016,9,2126,4,29.3,422.0,67.5,123,1728.4552845528456
Maharashtra,2016,10,1512,2,26.0,238.7,79.9,123,1229.2682926829268
Maharashtra,2016,11,637,1,35.2,8.7,69.6,123,517.8861788617886
Maharashtra,2016,12,565,1,28.1,1.8,72.2,123,459.349593495935
Maharashtra,2017,1,250,0,31.1,4.2,69.7,123,203.25203252032523
Maharashtra,2017,2,220,0,31.4,3.7,39.3,123,178.86178861788616
Maharashtra,2017,3,179,0,38.5,2.5,49.6,123,145.52845528455285
Maharashtra,2017,4,194,0,31.8,0.3,32.8,123,157.72357723577235
Maharashtra,2017,5,147,0,32.0,0.4,48.7,123,119.51219512195121
Maharashtra,2017,6,1016,2,24.8,23.0,44.7,123,826.0162601626016
Maharashtra,2017,7,768,1,27.0,71.9,60.1,123,624.390243902439
Maharashtra,2017,8,961,1,28.4,378.9,77.5,123,781.3008130081301
Maharashtra,2017,9,911,1,26.4,87.1,66.3,123,740.650406504065
Maharashtra,2017,10,772,2,30.2,167.4,63.9,123,627.6422764227642
Maharashtra,2017,11,1979,4,30.9,21.2,66.5,123,1608.9430894308944
Maharashtra,2017,12,1823,2,30.2,0.4,30.9,123,1482.1138211382113
Maharashtra,2018,1,198,0,26.0,33.3,53.8,123,160.97560975609758
Maharashtra,2018,2,207,0,30.6,15.8,54.2,123,168.29268292682926
Maharashtra,2018,3,170,0,30.5,1.6,55.7,123,138.21138211382114
Maharashtra,2018,4,131,0,33.0,4.7,65.7,123,106.5040650406504
Maharashtra,2018,5,442,0,29.4,4.9,20.0,123,359.3495934959349
Maharashtra,2018,6,1018,1,36.8,14.5,44.9,123,827.6422764227643
Maharashtra,2018,7,1374,3,28.3,319.1,73.0,123,1117.0731707317073
Maharashtra,2018,8,1368,2,19.2,441.8,72.6,123,1112.1951219512193
Maharashtra,2018,9,2295,3,29.2,316.3,69.7,123,1865.8536585365855
Maharashtra,2018,10,2193,5,29.5,237.2,82.2,123,1782.9268292682925
Maharashtra,2018,11,1585,1,35.0,14.5,55.3,123,1288.617886178862
Maharashtra,2018,12,704,1,28.7,5.2,49.6,123,572.3577235772358
Maharashtra,2019,1,191,0,31.4,1.2,21.6,123,155.28455284552845
Maharashtra,2019,2,111,0,37.8,12.3,50.0,123,90.2439024390244
Maharashtra,2019,3,169,0,28.9,3.3,62.4,123,137.39837398373984
Maharashtra,2019,4,183,0,25.8,10.2,48.0,123,148.78048780487805
Maharashtra,2019,5,190,0,33.1,10.4,20.0,123,154.47154471544715
Maharashtra,2019,6,1146,3,29.4,11.5,52.8,123,931.7073170731707
Maharashtra,2019,7,1349,2,25.1,206.9,88.7,123,1096.7479674796748
Maharashtra,2019,8,1538,3,26.5,57.9,74.7,123,1250.4065040650407
Maharashtra,2019,9,1631,4,28.5,129.7,75.2,123,1326.0162601626016
Maharashtra,2019,10,1202,3,28.5,112.8,86.3,123,977.2357723577235
Maharashtra,2019,11,1271,2,28.7,3.8,53.9,123,1033.3333333333335
Maharashtra,2019,12,974,1,31.1,33.3,61.3,123,791.869918699187
Maharashtra,2020,1,247,0,29.7,4.9,71.3,123,200.81300813008133
Maharashtra,2020,2,192,0,34.1,11.0,37.8,123,156.09756097560975
Maharashtra,2020,3,269,0,32.8,1.1,59.2,123,218.6991869918699
Maharashtra,2020,4,121,0,33.6,6.9,48.1,123,98.3739837398374
Maharashtra,2020,5,179,0,22.8,4.6,42.4,123,145.52845528455285
Maharashtra,2020,6,1129,2,36.9,19.0,45.2,123,917.8861788617887
Maharashtra,2020,7,784,0,24.6,158.4,78.7,123,637.3983739837398
Maharashtra,2020,8,1312,3,30.5,334.4,83.1,123,1066.6666666666665
Maharashtra,2020,9,1592,1,32.9,202.4,73.5,123,1294.3089430894308
Maharashtra,2020,10,1750,3,27.5,61.9,76.2,123,1422.7642276422764
Maharashtra,2020,11,1581,1,28.0,5.2,86.2,123,1285.3658536585365
Maharashtra,2020,12,657,1,34.2,7.3,49.4,123,534.1463414634146
Maharashtra,2021,1,196,0,36.5,14.8,56.6,123,159.34959349593495
Maharashtra,2021,2,201,0,31.0,3.1,52.9,123,163.41463414634146
Maharashtra,2021,3,197,0,38.2,4.6,52.5,123,160.16260162601625
Maharashtra,2021,4,120,0,34.7,6.1,60.2,123,97.5609756097561
Maharashtra,2021,5,119,0,28.7,2.6,48.5,123,96.7479674796748
Maharashtra,2021,6,981,2,29.2,31.7,49.4,123,797.560975609756
Maharashtra,2021,7,1161,2,28.7,164.3,68.5,123,943.9024390243903
Maharashtra,2021,8,2264,4,27.0,223.6,89.1,123,1840.650406504065
Maharashtra,2021,9,1817,3,31.4,92.6,83.5,123,1477.2357723577236
Maharashtra,2021,10,1517,1,29.4,216.8,81.2,123,1233.3333333333335
Maharashtra,2021,11,1374,2,40.4,31.7,25.9,123,1117.0731707317073
Maharashtra,2021,12,923,1,29.9,3.2,53.4,123,750.4065040650406
Maharashtra,2022,1,186,0,37.5,5.7,28.6,123,151.21951219512195
Maharashtra,2022,2,125,0,33.8,2.8,55.6,123,101.62601626016261
Maharashtra,2022,3,166,0,33.8,9.0,52.8,123,134.95934959349594
Maharashtra,2022,4,230,0,34.2,23.8,41.3,123,186.9918699186992
Maharashtra,2022,5,191,0,32.1,1.8,77.1,123,155.28455284552845
Maharashtra,2022,6,1580,3,37.6,1.8,67.6,123,1284.5528455284552
Maharashtra,2022,7,927,1,29.1,249.2,72.9,123,753.6585365853658
Maharashtra,2022,8,1776,3,29.8,232.1,82.1,123,1443.9024390243903
Maharashtra,2022,9,2531,7,27.8,117.2,78.4,123,2057.7235772357726
Maharashtra,2022,10,1156,2,27.5,82.4,59.0,123,939.8373983739838
Maharashtra,2022,11,1764,4,36.0,2.9,20.4,123,1434.1463414634147
Maharashtra,2022,12,1016,1,29.2,25.0,41.0,123,826.0162601626016
Maharashtra,2023,1,258,0,28.2,0.4,43.9,123,209.7560975609756
Maharashtra,2023,2,341,0,25.8,8.7,79.8,123,277.2357723577236
Maharashtra,2023,3,276,0,32.4,4.4,47.2,123,224.39024390243904
Maharashtra,2023,4,144,0,30.6,2.3,20.0,123,117.07317073170731
Maharashtra,2023,5,222,0,33.5,19.3,20.0,123,180.4878048780488
Maharashtra,2023,6,1287,1,30.1,11.8,64.4,123,1046.341463414634
Maharashtra,2023,7,1203,1,31.6,194.0,85.5,123,978.048780487805
Maharashtra,2023,8,1515,2,27.8,257.7,49.4,123,1231.7073170731708
Maharashtra,2023,9,1251,2,24.7,326.3,83.2,123,1017.0731707317073
Maharashtra,2023,10,2656,6,26.0,279.1,80.8,123,2159.349593495935
Maharashtra,2023,11,2145,4,31.0,41.9,41.0,123,1743.90243902439
Maharashtra,2023,12,818,2,29.6,7.9,53.4,123,665.040650406504
Maharashtra,2024,1,138,0,34.1,8.8,59.8,123,112.19512195121952
Maharashtra,2024,2,395,0,35.9,1.1,62.1,123,321.1382113821138
Maharashtra,2024,3,283,0,44.4,27.0,58.0,123,230.0813008130081
Maharashtra,2024,4,265,0,35.3,11.9,48.9,123,215.4471544715447
Maharashtra,2024,5,156,0,33.7,16.5,41.6,123,126.82926829268293
Maharashtra,2024,6,1085,1,36.2,8.3,64.1,123,882.1138211382113
Maharashtra,2024,7,1327,3,30.0,230.3,69.7,123,1078.8617886178863
Maharashtra,2024,8,2840,5,27.8,177.6,79.5,123,2308.9430894308944
Maharashtra,2024,9,2520,5,29.7,418.5,75.4,123,2048.7804878048782
Maharashtra,2024,10,1883,2,26.4,103.5,72.2,123,1530.8943089430893
Maharashtra,2024,11,1744,2,28.5,20.5,65.9,123,1417.8861788617887
Maharashtra,2024,12,973,2,36.4,17.9,79.0,123,791.0569105691056
West Bengal,2015,1,99,0,32.6,3.4,34.6,98,101.0204081632653
West Bengal,2015,2,127,0,36.9,5.2,37.0,98,129.59183673469389
West Bengal,2015,3,127,0,25.2,4.0,47.7,98,129.59183673469389
West Bengal,2015,4,134,0,37.5,10.0,67.2,98,136.73469387755102
West Bengal,2015,5,112,0,26.7,1.1,35.5,98,114.28571428571428
West Bengal,2015,6,699,1,26.7,35.3,51.2,98,713.265306122449
West Bengal,2015,7,638,0,25.2,128.4,92.0,98,651.0204081632653
West Bengal,2015,8,1596,3,26.0,61.8,73.7,98,1628.5714285714284
West Bengal,2015,9,2478,5,28.2,175.5,76.9,98,2528.5714285714284
West Bengal,2015,10,1071,2,32.0,322.5,85.1,98,1092.857142857143
West Bengal,2015,11,1107,1,28.3,20.1,58.3,98,1129.591836734694
West Bengal,2015,12,700,1,38.7,11.4,60.9,98,714.2857142857143
West Bengal,2016,1,154,0,31.8,2.9,58.6,98,157.14285714285714
West Bengal,2016,2,156,0,30.5,11.2,56.3,98,159.18367346938774
West Bengal,2016,3,201,0,31.3,13.8,48.0,98,205.10204081632654
West Bengal,2016,4,266,0,38.7,0.1,42.6,98,271.42857142857144
West Bengal,2016,5,170,0,37.5,2.8,42.5,98,173.46938775510205
West Bengal,2016,6,622,0,33.4,0.1,58.5,98,634.6938775510205
West Bengal,2016,7,882,2,25.9,399.8,72.0,98,900.0
West Bengal,2016,8,1611,2,28.7,225.2,79.5,98,1643.8775510204082
West Bengal,2016,9,1252,2,30.2,355.2,81.8,98,1277.5510204081631
West Bengal,2016,10,1244,3,28.1,198.5,82.7,98,1269.387755102041
West Bengal,2016,11,1623,3,26.5,11.0,46.5,98,1656.1224489795918
West Bengal,2016,12,1431,4,35.3,5.6,34.7,98,1460.204081632653
West Bengal,2017,1,213,0,28.9,0.7,41.8,98,217.3469387755102
West Bengal,2017,2,142,0,29.2,6.8,50.1,98,144.89795918367346
West Bengal,2017,3,151,0,37.8,3.0,45.8,98,154.08163265306123
West Bengal,2017,4,195,0,34.2,21.3,34.4,98,198.9795918367347
West Bengal,2017,5,128,0,35.9,3.4,33.7,98,130.6122448979592
West Bengal,2017,6,953,1,23.4,4.4,58.0,98,972.4489795918367
West Bengal,2017,7,1026,2,29.6,94.1,61.4,98,1046.938775510204
West Bengal,2017,8,2175,5,25.4,79.3,75.1,98,2219.3877551020405
West Bengal,2017,9,1901,2,29.4,148.5,90.9,98,1939.7959183673468
West Bengal,2017,10,2211,4,25.2,100.9,82.4,98,2256.122448979592
West Bengal,2017,11,754,0,35.7,1.8,39.4,98,769.3877551020408
West Bengal,2017,12,545,0,32.4,9.4,27.1,98,556.1224489795918
West Bengal,2018,1,322,0,29.7,32.2,65.3,98,328.57142857142856
West Bengal,2018,2,132,0,37.4,11.9,20.0,98,134.6938775510204
West Bengal,2018,3,227,0,34.1,5.3,54.9,98,231.6326530612245
West Bengal,2018,4,131,0,33.0,1.2,36.2,98,133.67346938775512
West Bengal,2018,5,160,0,30.4,2.3,62.9,98,163.26530612244898
West Bengal,2018,6,1893,4,21.3,0.2,53.9,98,1931.6326530612243
West Bengal,2018,7,1251,3,24.7,97.1,83.4,98,1276.530612244898
West Bengal,2018,8,2396,4,33.3,220.2,78.4,98,2444.8979591836737
West Bengal,2018,9,1356,2,26.1,217.2,72.0,98,1383.6734693877552
West Bengal,2018,10,1437,2,27.8,158.2,84.4,98,1466.3265306122448
West Bengal,2018,11,1384,1,32.8,16.3,21.9,98,1412.2448979591836
West Bengal,2018,12,719,1,27.0,0.7,27.9,98,733.6734693877551
West Bengal,2019,1,127,0,23.2,10.7,59.8,98,129.59183673469389
West Bengal,2019,2,206,0,33.1,0.7,72.7,98,210.20408163265304
West Bengal,2019,3,274,0,37.8,13.9,51.3,98,279.5918367346939
West Bengal,2019,4,157,0,36.3,13.6,72.9,98,160.20408163265304
West Bengal,2019,5,197,0,30.1,13.9,53.0,98,201.0204081632653
West Bengal,2019,6,660,1,35.1,8.6,54.7,98,673.469387755102
West Bengal,2019,7,865,1,29.2,104.1,84.3,98,882.6530612244899
West Bengal,2019,8,1370,3,25.6,277.4,73.4,98,1397.9591836734694
West Bengal,2019,9,1297,3,32.6,311.2,81.0,98,1323.469387755102
West Bengal,2019,10,2153,3,30.7,78.1,86.1,98,2196.938775510204
West Bengal,2019,11,829,2,28.2,9.0,62.7,98,845.9183673469388
West Bengal,2019,12,973,1,34.9,2.1,61.4,98,992.8571428571429
West Bengal,2020,1,117,0,29.8,5.7,55.2,98,119.38775510204083
West Bengal,2020,2,169,0,27.1,22.8,67.5,98,172.44897959183675
West Bengal,2020,3,206,0,34.9,55.6,55.0,98,210.20408163265304
West Bengal,2020,4,235,0,29.2,1.0,51.9,98,239.79591836734696
West Bengal,2020,5,174,0,34.4,60.4,34.7,98,177.55102040816325
West Bengal,2020,6,1296,1,36.9,8.4,41.0,98,1322.4489795918369
West Bengal,2020,7,1403,2,24.1,343.1,81.3,98,1431.6326530612243
West Bengal,2020,8,1958,4,31.3,292.3,78.3,98,1997.9591836734694
West Bengal,2020,9,2178,6,28.1,410.2,70.1,98,2222.4489795918366
West Bengal,2020,10,2262,4,23.8,164.3,80.6,98,2308.1632653061224
West Bengal,2020,11,1074,2,35.5,0.5,79.3,98,1095.9183673469388
West Bengal,2020,12,1689,4,34.2,1.8,47.6,98,1723.469387755102
West Bengal,2021,1,168,0,32.0,10.5,38.9,98,171.42857142857142
West Bengal,2021,2,353,0,27.2,12.2,55.6,98,360.2040816326531
West Bengal,2021,3,251,0,29.9,1.9,73.3,98,256.1224489795918
West Bengal,2021,4,209,0,28.1,5.1,95.9,98,213.26530612244898
West Bengal,2021,5,312,0,27.4,25.4,76.3,98,318.3673469387755
West Bengal,2021,6,694,1,28.8,9.3,47.8,98,708.1632653061224
West Bengal,2021,7,1700,5,29.9,167.9,77.1,98,1734.6938775510203
West Bengal,2021,8,1670,4,26.1,212.4,75.7,98,1704.0816326530614
West Bengal,2021,9,1833,2,27.4,218.2,78.1,98,1870.408163265306
West Bengal,2021,10,1682,2,25.8,127.2,68.0,98,1716.3265306122448
West Bengal,2021,11,1501,2,30.9,1.6,49.1,98,1531.6326530612243
West Bengal,2021,12,842,1,29.5,3.6,65.8,98,859.1836734693878
West Bengal,2022,1,213,0,30.6,4.4,43.2,98,217.3469387755102
West Bengal,2022,2,200,0,30.5,4.2,55.0,98,204.08163265306123
West Bengal,2022,3,221,0,28.6,8.3,44.6,98,225.51020408163268
West Bengal,2022,4,196,0,27.3,9.8,50.3,98,200.0
West Bengal,2022,5,171,0,24.9,6.2,63.7,98,174.48979591836735
West Bengal,2022,6,1754,4,27.3,12.9,20.0,98,1789.7959183673468
West Bengal,2022,7,1241,1,30.4,146.5,83.1,98,1266.3265306122448
West Bengal,2022,8,2943,5,30.5,399.4,74.3,98,3003.061224489796
West Bengal,2022,9,3236,4,27.8,158.4,85.5,98,3302.040816326531
West Bengal,2022,10,3940,5,27.2,209.6,62.4,98,4020.4081632653065
West Bengal,2022,11,951,1,31.4,8.0,72.2,98,970.4081632653061
West Bengal,2022,12,843,2,26.8,3.3,54.4,98,860.204081632653
West Bengal,2023,1,224,0,29.8,3.4,33.4,98,228.57142857142856
West Bengal,2023,2,299,0,29.9,0.9,67.9,98,305.1020408163265
West Bengal,2023,3,257,0,32.8,1.9,33.5,98,262.2448979591837
West Bengal,2023,4,246,0,30.6,3.1,58.1,98,251.0204081632653
West Bengal,2023,5,176,0,36.9,1.6,20.0,98,179.59183673469389
West Bengal,2023,6,792,1,35.3,0.4,49.6,98,808.1632653061224
West Bengal,2023,7,1166,2,26.0,176.8,83.9,98,1189.795918367347
West Bengal,2023,8,1882,2,29.4,79.3,86.7,98,1920.408163265306
West Bengal,2023,9,2739,5,28.4,45.6,75.2,98,2794.8979591836737
West Bengal,2023,10,1918,2,21.7,403.0,59.5,98,1957.1428571428573
West Bengal,2023,11,1096,1,29.7,9.4,54.9,98,1118.3673469387757
West Bengal,2023,12,873,1,29.8,16.2,71.4,98,890.8163265306122
West Bengal,2024,1,271,0,29.1,11.3,61.4,98,276.53061224489795
West Bengal,2024,2,226,0,32.5,0.7,73.0,98,230.6122448979592
West Bengal,2024,3,253,0,31.2,32.6,49.0,98,258.16326530612247
West Bengal,2024,4,306,0,32.8,9.5,32.4,98,312.2448979591837
West Bengal,2024,5,292,0,28.4,3.3,64.3,98,297.9591836734694
West Bengal,2024,6,740,0,36.2,46.2,33.7,98,755.1020408163265
West Bengal,2024,7,1025,2,23.1,148.3,70.3,98,1045.9183673469388
West Bengal,2024,8,2515,5,29.0,93.9,74.4,98,2566.326530612245
West Bengal,2024,9,2778,5,27.4,67.3,83.2,98,2834.6938775510203
West Bengal,2024,10,2599,6,25.2,406.7,72.3,98,2652.0408163265306
West Bengal,2024,11,1128,3,28.7,2.0,40.9,98,1151.0204081632653
West Bengal,2024,12,1817,2,24.5,1.3,53.4,98,1854.0816326530614
Odisha,2015,1,52,0,24.4,9.1,49.0,45,115.55555555555554
Odisha,2015,2,92,0,31.0,7.9,45.8,45,204.44444444444443
Odisha,2015,3,132,0,34.2,17.2,53.0,45,293.3333333333333
Odisha,2015,4,87,0,35.2,5.1,57.0,45,193.33333333333334
Odisha,2015,5,78,0,27.5,1.3,86.2,45,173.33333333333334
Odisha,2015,6,700,0,29.3,0.3,56.4,45,1555.5555555555554
Odisha,2015,7,572,0,28.8,88.3,74.3,45,1271.111111111111
Odisha,2015,8,912,1,26.8,430.0,60.8,45,2026.6666666666665
Odisha,2015,9,679,1,31.2,141.8,53.4,45,1508.888888888889
Odisha,2015,10,580,1,26.2,301.8,74.3,45,1288.888888888889
Odisha,2015,11,578,1,30.2,4.8,58.3,45,1284.4444444444446
Odisha,2015,12,354,0,33.8,6.1,56.2,45,786.6666666666666
Odisha,2016,1,78,0,32.8,7.6,56.7,45,173.33333333333334
Odisha,2016,2,80,0,29.9,1.8,52.4,45,177.77777777777777
Odisha,2016,3,85,0,30.6,5.4,52.6,45,188.88888888888889
Odisha,2016,4,65,0,28.4,10.8,46.8,45,144.44444444444443
Odisha,2016,5,49,0,36.6,16.9,45.0,45,108.88888888888889
Odisha,2016,6,230,0,37.5,1.1,34.0,45,511.1111111111111
Odisha,2016,7,472,1,26.3,203.6,71.2,45,1048.888888888889
Odisha,2016,8,1068,1,27.7,137.2,76.5,45,2373.3333333333335
Odisha,2016,9,729,2,33.3,185.1,78.5,45,1620.0
Odisha,2016,10,665,1,28.7,258.0,89.6,45,1477.7777777777778
Odisha,2016,11,480,1,29.1,13.1,77.3,45,1066.6666666666665
Odisha,2016,12,558,0,33.1,7.8,46.5,45,1240.0
Odisha,2017,1,166,0,31.3,18.6,54.6,45,368.8888888888889
Odisha,2017,2,80,0,21.3,8.5,46.6,45,177.77777777777777
Odisha,2017,3,122,0,31.6,13.0,56.3,45,271.11111111111114
Odisha,2017,4,71,0,27.3,29.3,70.2,45,157.77777777777777
Odisha,2017,5,94,0,38.6,11.6,66.1,45,208.8888888888889
Odisha,2017,6,602,0,27.4,3.7,20.0,45,1337.7777777777778
Odisha,2017,7,514,0,27.1,90.2,66.6,45,1142.2222222222222
Odisha,2017,8,708,1,31.1,391.9,71.3,45,1573.3333333333333
Odisha,2017,9,705,1,27.6,263.7,75.8,45,1566.6666666666665
Odisha,2017,10,1115,1,28.2,146.7,68.2,45,2477.777777777778
Odisha,2017,11,326,0,25.1,36.4,72.4,45,724.4444444444445
Odisha,2017,12,521,1,33.4,3.2,46.4,45,1157.7777777777778
Odisha,2018,1,72,0,31.6,17.9,41.0,45,160.0
Odisha,2018,2,71,0,34.6,17.0,20.2,45,157.77777777777777
Odisha,2018,3,105,0,20.4,4.1,44.4,45,233.33333333333334
Odisha,2018,4,106,0,22.5,8.5,59.1,45,235.55555555555557
Odisha,2018,5,143,0,30.2,4.5,39.6,45,317.77777777777777
Odisha,2018,6,333,0,28.5,0.4,73.5,45,740.0
Odisha,2018,7,690,1,24.0,268.1,71.9,45,1533.3333333333335
Odisha,2018,8,1154,3,23.6,139.4,80.2,45,2564.4444444444443
Odisha,2018,9,612,0,24.7,153.5,89.0,45,1360.0
Odisha,2018,10,498,1,30.7,420.2,72.2,45,1106.6666666666667
Odisha,2018,11,810,1,25.9,4.0,21.8,45,1800.0
Odisha,2018,12,507,1,32.8,27.2,63.9,45,1126.6666666666667
Odisha,2019,1,107,0,28.2,14.5,39.8,45,237.77777777777777
Odisha,2019,2,117,0,30.4,1.3,43.2,45,260.0
Odisha,2019,3,53,0,38.7,11.5,72.8,45,117.77777777777779
Odisha,2019,4,65,0,39.3,14.6,60.9,45,144.44444444444443
Odisha,2019,5,124,0,37.5,2.5,60.4,45,275.55555555555554
Odisha,2019,6,238,0,33.3,13.2,45.7,45,528.8888888888889
Odisha,2019,7,544,0,26.7,49.7,73.1,45,1208.888888888889
Odisha,2019,8,693,1,24.8,434.0,69.5,45,1540.0
Odisha,2019,9,900,1,28.6,288.6,67.3,45,2000.0
Odisha,2019,10,827,2,23.0,304.5,64.3,45,1837.7777777777776
Odisha,2019,11,620,1,32.9,12.0,22.1,45,1377.7777777777778
Odisha,2019,12,485,0,32.6,11.4,48.3,45,1077.7777777777778
Odisha,2020,1,134,0,28.5,10.8,39.3,45,297.77777777777777
Odisha,2020,2,64,0,38.9,13.0,67.5,45,142.22222222222223
Odisha,2020,3,74,0,28.5,1.0,44.3,45,164.44444444444443
Odisha,2020,4,101,0,33.1,13.1,44.3,45,224.44444444444446
Odisha,2020,5,94,0,28.3,2.9,70.3,45,208.8888888888889
Odisha,2020,6,1074,1,30.8,31.6,59.1,45,2386.6666666666665
Odisha,2020,7,522,0,21.5,280.7,61.1,45,1160.0
Odisha,2020,8,1018,2,26.1,157.1,74.7,45,2262.222222222222
Odisha,2020,9,574,1,31.8,217.6,66.8,45,1275.5555555555557
Odisha,2020,10,1034,2,24.5,315.2,65.8,45,2297.777777777778
Odisha,2020,11,624,1,36.4,14.0,65.9,45,1386.6666666666667
Odisha,2020,12,278,0,36.3,9.7,43.1,45,617.7777777777778
Odisha,2021,1,209,0,30.6,1.3,56.2,45,464.44444444444446
Odisha,2021,2,193,0,29.4,0.9,67.7,45,428.88888888888886
Odisha,2021,3,176,0,36.4,0.4,57.1,45,391.1111111111111
Odisha,2021,4,104,0,31.9,3.7,62.5,45,231.1111111111111
Odisha,2021,5,83,0,38.4,4.5,58.6,45,184.44444444444446
Odisha,2021,6,621,1,40.7,12.1,20.0,45,1380.0
Odisha,2021,7,546,1,24.9,328.1,89.3,45,1213.3333333333333
Odisha,2021,8,726,2,30.0,170.5,77.2,45,1613.3333333333333
Odisha,2021,9,981,2,26.2,167.9,62.5,45,2180.0
Odisha,2021,10,1300,2,24.5,64.6,72.9,45,2888.888888888889
Odisha,2021,11,684,1,29.2,10.4,79.3,45,1520.0
Odisha,2021,12,414,0,34.0,1.6,86.7,45,919.9999999999999
Odisha,2022,1,72,0,25.3,1.4,34.6,45,160.0
Odisha,2022,2,82,0,30.6,2.3,51.2,45,182.22222222222223
Odisha,2022,3,107,0,32.9,4.2,65.4,45,237.77777777777777
Odisha,2022,4,128,0,37.6,8.3,46.9,45,284.44444444444446
Odisha,2022,5,80,0,31.7,5.7,48.9,45,177.77777777777777
Odisha,2022,6,556,0,32.7,14.1,68.0,45,1235.5555555555557
Odisha,2022,7,883,2,34.8,147.3,67.9,45,1962.2222222222224
Odisha,2022,8,1166,2,29.3,32.1,76.9,45,2591.1111111111113
Odisha,2022,9,1601,1,26.0,147.4,62.4,45,3557.7777777777774
Odisha,2022,10,655,0,30.5,204.0,72.1,45,1455.5555555555554
Odisha,2022,11,950,2,33.7,8.9,56.3,45,2111.111111111111
Odisha,2022,12,601,1,29.8,17.5,68.6,45,1335.5555555555557
Odisha,2023,1,70,0,34.1,7.8,48.5,45,155.55555555555557
Odisha,2023,2,123,0,34.0,8.5,71.0,45,273.3333333333333
Odisha,2023,3,72,0,34.8,0.8,32.9,45,160.0
Odisha,2023,4,100,0,31.2,2.3,41.9,45,222.22222222222223
Odisha,2023,5,98,0,20.3,4.8,80.8,45,217.77777777777777
Odisha,2023,6,421,0,32.8,0.6,51.9,45,935.5555555555557
Odisha,2023,7,837,0,28.5,299.8,96.0,45,1860.0000000000002
Odisha,2023,8,1088,1,26.6,163.2,58.6,45,2417.777777777778
Odisha,2023,9,1785,3,30.9,46.6,63.9,45,3966.6666666666665
Odisha,2023,10,1222,3,26.9,177.3,76.1,45,2715.5555555555557
Odisha,2023,11,843,1,28.3,2.7,26.0,45,1873.3333333333335
Odisha,2023,12,354,0,36.2,6.4,36.5,45,786.6666666666666
Odisha,2024,1,68,0,32.2,2.5,50.8,45,151.11111111111111
Odisha,2024,2,150,0,25.2,2.0,41.0,45,333.33333333333337
Odisha,2024,3,120,0,38.8,17.9,23.8,45,266.66666666666663
Odisha,2024,4,78,0,33.1,11.8,46.2,45,173.33333333333334
Odisha,2024,5,122,0,34.0,56.6,20.0,45,271.11111111111114
Odisha,2024,6,382,0,28.7,1.4,70.5,45,848.8888888888889
Odisha,2024,7,784,1,22.5,100.0,63.2,45,1742.2222222222222
Odisha,2024,8,901,1,34.3,382.3,87.0,45,2002.2222222222222
Odisha,2024,9,1394,3,30.6,98.3,81.6,45,3097.777777777778
Odisha,2024,10,698,1,24.7,179.9,93.1,45,1551.111111111111
Odisha,2024,11,739,2,24.6,13.3,49.5,45,1642.2222222222222
Odisha,2024,12,533,1,30.6,1.9,36.6,45,1184.4444444444446
Andhra Pradesh,2015,1,74,0,23.2,7.4,67.9,53,139.62264150943395
Andhra Pradesh,2015,2,79,0,32.2,19.8,64.0,53,149.0566037735849
Andhra Pradesh,2015,3,78,0,30.8,13.9,69.7,53,147.16981132075472
Andhra Pradesh,2015,4,59,0,35.3,3.1,40.6,53,111.32075471698113
Andhra Pradesh,2015,5,60,0,40.5,5.6,70.0,53,113.20754716981132
Andhra Pradesh,2015,6,385,0,32.8,1.9,27.7,53,726.4150943396227
Andhra Pradesh,2015,7,712,1,31.7,148.0,88.4,53,1343.3962264150944
Andhra Pradesh,2015,8,796,2,34.9,75.0,79.8,53,1501.8867924528302
Andhra Pradesh,2015,9,858,1,25.1,297.7,72.2,53,1618.867924528302
Andhra Pradesh,2015,10,949,1,34.1,183.4,82.9,53,1790.566037735849
Andhra Pradesh,2015,11,591,0,26.6,37.5,43.8,53,1115.0943396226414
Andhra Pradesh,2015,12,514,1,32.8,15.2,61.4,53,969.811320754717
Andhra Pradesh,2016,1,92,0,28.1,11.1,45.7,53,173.58490566037736
Andhra Pradesh,2016,2,46,0,38.5,7.0,39.7,53,86.79245283018868
